book_name,review_title,reviewer_rating,review_description,sentiment
friends lovers and the big terrible thing a memoir,not really a kiss and tell but maybe a drug and tell,4,ill admit i rarely watched friends when episodes first aired my wife started binge watching it a couple years ago or so probably during the pandemic and so i started watching it with her i do think that i was a little too hard on the show though as i always thought that it was a bit of a seinfeld ripoff in reality there are enough differences in the shows that now after watching the entire series of each ive relaxed my criticism a bitand i rarely read autobiographies or what people usually call memoirs nowadays i usually am reading truecrime books in particular those about serial killers i did read cmon get happy fear and loathing on the partridge family bus cgh from david cassidy in and i actually liked mr cassidy less after reading his memoir i kind of wish i wouldnt have read cgh and just remembered him instead from his time on the show its just that i found mr cassidy to be a bit of a braggart while reading and while i finished cgh i was struggling to even care towards the end im guessing that susan dey felt the same ahemnow rarely does matthew perry brag during friends lovers and the big terrible thing a memoir flb about himself he does discuss how much money he made during filming of friends and i dont have a problem with that mostly because he discusses how david schwimmer actually was instrumental in negotiating a great deal for the entire cast and not just for mr schwimmer in reality mr perry is far more selfdeprecating in flb than mr cassidy is in cgh mr perry doesnt seem to hide much when it comes to his struggles with addiction and if he does underplay it well he must be really bad mr perry discusses how he was taking up to pain killers a day and that is extreme for those who dont know pain killers tend to dry you out and slow down digestion so i have no idea how someone could take that many for any length of time and survivewell mr perry almost didnt survivemr perry was rushed by a friend from one of his many stints in rehab to the hospital and the people running the rehab facility tried to stop him if they had been successful mr perry surely wouldve died heck he still shouldve died in the hospital even though he had probably the best care that money could buy from memory he said that only two percent of people survive on the machine required to keep him alive and i think he also called it a hail maryoverall i really liked flb and i actually read it in one day as a matter of fact i couldnt sleep last night and kept picking up my kindle device and would continue reading usually readers might say i couldnt put it down but i might say i couldnt leave it down over and over i picked up my device opened the kindle app and continued from my last bookmark luckily for me kindle apps save the bookmark for me and thats only one of the reasons i tend to almost only read digital i will buy a paperback or a hardcover version but only if i must read a book and there is no digital versionbut still flb is not a perfect book far from it towards the end i think that mr perry starts to repeat himself and i got the feeling that he was on a tight deadline and just hammered out the last few chapters i dont know if he first created an outline i think that all authors should do so at an early phase in writing but i think a good outline wouldve really helped create a more polished effort its also the case that mr perry has a tendency to use too many parentheticals and that becomes a bit of a distraction for the readernot that it bothers me but it might bother some readers mr perry does discuss religion or at least god quite a bit towards the end if religion is a turnoff i think that flb may not be for you mr perry does seem to think that god helped keep him alive maybe even helped him break some addictions and that is fine by me i cant prove it either way and it is mr perrys memoir so he has a right to think and write whatever he chooses personally i appreciate his honestymr perry does admit going into open houses and swiping pain meds from home sellers and that reminded me a lot of ryan leaf i think that mr leaf used to do the same thing and it got that exnfl player quite a few years in prison for it from a legal standpoint if i were mr perry and i were writing a memoir i think i might not have disclosed this i am not a lawyer and i dont know what legal troubles it could cause him nowthere has been quite a bit of noise about how mr perry tends to kiss and tell and i think thats overblown a bit he does discuss how he and valerie bertinelli made out within just a few feet of eddie van halen after mr van halen had passed out from drinking too much wine hey i guess ive been there myself so i wont judge um from mr van halens perspective and not necessarily from mr perrys but mr perry doesnt really dwell on it too much i can understand how ms bertinelli feels about the disclosure although of course mr van halen is no longer with us if mr van halen were still alive i believe that mr perry probably wouldnt even bring it up just a guesswell if youre a fan of friends and matthew perry and you like to read memoirs ill give a fairly strong recommendation for friends lovers and the big terrible thing if you dont fit that criteria perhaps you might want to read something else but if youre a fan of david cassidy from the partridge family ill recommend you pass on his memoir sometimes its better to only remember the good things about your heroes after all,positive
friends lovers and the big terrible thing a memoir,an absolute rollercoaster,4,i purchased matthew perrys book last year when it was published and have had it on my list of books to read i finally read it yesterday in one sitting wow i have never written a book review on amazon but after i finished reading i felt compelled to leave a review i knew he had a serious drug habit but had no idea the extent of his addiction it was difficult to read parts of the book but i could not put it down i have watched friends for years and still watch the reruns and it was always obvious to me how much his physical appearance was affected by his drug and alcohol use having family members with this disease i found the book actually exhausting to read just when i thought it could not get worse it did i think it is so sad that he had such a tormented life right from the beginning and he was never truly able to enjoy his success i was so sad to hear of his passing at such a relatively young age but not really surprised even though his cause of death has not yet been determined after reading this brutally honest memoir i find it surprising that he lived as long as he did i was shocked to learn the extent of abuse his body endured its not the same watching friends now knowing hes gone and knowing what he went through while on the show rest in peace matthew thanks for all the laughs,positive
friends lovers and the big terrible thing a memoir,i hope you read this book,5,i just finished mathews book i did not realize until i was almost done with his story that it could have been my fathers story accept my father died after getting septic from colon cancer surgery he too had a fistula and they gave him liquids which spilled out and killed him dad drank smoked and took all the same drugs mathew did my dad rejected aa because of step two my dad had an irrational fear of insanity my father saw shrinks and they gave him drugs to treat the fear and anxiety my dad had seven children with four different woman and many woman on the side mathew my dad and myself were abandoned at a critical time when we were vulnerable children i think my dad mathew and i were and are driven by the desire to have that feeling of safety and comfort we lost early in life if it ever really existed maybe we are trying to find that feeling of safety and comfort we imagine only exists for others i also believe that that feeling in the gut of anxiety and fear can be about a screwed up digestive track made worse by relationships drugs alcohol and cigarettes relationships drugs alcohol and cigarettes cause and treat the discomfort of fear and anxiety these substances and behaviors seem to bring relief but only for a moment and then they make it worse i think the absence of depression and anxiety can be from the absence of an irritable bowel and peace of mind mathew was born with colic his stomach was a problem from the startthis is a list of some of the substances he usedconstant crying from colic mathew was drugged withphenobarbital so his parents could sleepdilaudidsuboxonevaliumxanaxat one point he was addicted to six milligrams of ativan a dayboozeoxy is what blew up mathews colon the warm honey feeling he describes from the oxy paralyzes the gut bringing on depression and anxiety at one point mathew did sixty pills a day my dad suffered from oxy i experienced it tooall this stuff impacts mood depression fear anxiety fear of depression anxiety and fear the same feelings of abandonment fear and anxiety a small child feels i felt when i became aware i was abandoned these feelings are alive and well in mathews and my body and they can be triggered by something happening good or bad i dont like to leave my house because just pulling out of my driveway is stressfulafter reading the book i can better understand myself and my dad i was not present for my life and i mistreated the people i love while seeking relief from my addictiondiscomfort i even became codependent in recovery by trying to replace the substances with gurus i too had the spiritual experience that made me feel completely loved and free from my insanity it lasted until i tried to talk about it with other people who did not get it i was distracted by their lack of appreciation for what i was sayingafter reading this book i feel like i have been in rehab for a week i see my disease better mathew perry lived the unbelievable nightmare of mental illness and lived to tell about it we focus on the substance when that substance is really just an attempt to treat the real problem is selfawareness of the core issue enough to free oneself from the intolerable agony of having paralyzing feelings of being discarded and fearing it will happen again and again even if only just by the president of the pta isolation is the only way i knew to protect myself from fulfilling the prophecy my sister made to me she said i would never have any friends i was eight years old she was nine i believed her i was all alone on rancho drive i had no friends not even my sister just the word friends can trigger my discomfort no matter how many people i call friend i can not dispel that belief the big secret i carry is i believe i have no value when people treat me as though i have no value i want to die mathew said it annihilated him to be left annihilated describes the feeling i want to avoid the most until now i could not think of a word strong enough to convey my discomfort annihilation feels right sadly whenever i risked talking about this belief i was told to get over it that would be fine accept it is who i think i am can i just get over itwhat or how would i know if i were over iti want god to always be there for me now whenever i clear my channel to feel his awesomenessi hope you read the book,positive
friends lovers and the big terrible thing a memoir,brutally honest,4,i was a fan of matthew perry from the beginning of friends he truly had such great comedic timing and he brought such life to every part he played i had always known he had suffered from addiction and had been in rehab several times but i never realized just how horrible his addiction was and for how many years he fought iti was so saddened to hear of his death earlier this week i hope he continued to be sober and enjoy life as he stated he was at the end of this book its so sad that someone that had seemingly all their dreams come true starred in a once in a lifetime show and was so accomplished was also so miserable during all of it that he never enjoyed it he was a great talent and will be missed,positive
friends lovers and the big terrible thing a memoir,the one with the double review,3,so i will review this as two people a writer and masters of writing student and as a fan of matthew perryhey matthewso we know you can write at least i knew you did after i had read interviews on mr sunshine a bunch of years back you wrote a sitcom so i knew you could probably put words together i am glad i read this as someone who is currently reading for a degree we have been taught to analyze something i just do now no matter what i read and this one was interesting it began well enough and your words were put together nicely i usually like it when we move back in forth time but in this instance it was little too much especially considering we changed places so often california to new mexico to switzerland to new york it was time and place jumping which in writing you have to do very carefully what bothers me is editors should have picked this up there should have been better breaks between timeplace changes and or labels you could have been very creative here like using the friends way of labeling the one where my colon explodes or the one where i tried to get sober in switzerland i wish i could have been an editor on this book it would have made a little more sense youre supposed to write with the audience in mind and i dont know if this is what happened seemed like it was more of a therapy assignment for you but what do i know i once got into a fight without taking my hoops out sometimes i dont know jackthe thing with memoirs is that you cant write this in a way that constitutes a running thought because were getting real facts with dates as it turns out the two most important things in the book and why we wanted to read about your life were a little too muddy to always keep straight if you have to reread to understand something multiple times it becomes less and less fun to read running thoughts are great when you talk about the hook ups and minute details but the structure was missing for the meat and potatoes ya dig i write fiction but we can also use the same ideology that we do use there that there are rules even within nonfiction writing that things can be said too much and all at once we want to know how matty can i call you that talks about addiction the horrors of addiction are real and true and any addict knows this but there should have been editing paging an editor a little more of an even grading downwards jumping off preverbal nonfiction cliffs is never fun its like jumping from the snow to the hot tubim not sure why people are shocked that you talk about sex either youre a nicelooking guy on tv with boatloads of cash of course you got laid of course women throw themselves at you and of course you were emotionally unavailable if i have learned anything from this book was that you werent lying when you said in fact that you were chandler but i get peoples points i mean we got the assignment that you were a horny tv star and then we just kept on getting it redundancy shes a we want to get a point across but then whats too muchas a fan of yours comedy in general i dont think its ever a good idea to read too much about people you admire from afar i will never know you and you will never talk to me in my life so this book is all i have to go by yes you were selfish you call yourself that several times but one thing that surprised me most is when you spoke on how you would trade the money and the fame with your friend living in the rentcontrolled apartment living with diabetes considering how much you spent on treatments and literally paying people to help you get clean you had resources most addicts will ever see a th of while you say youre grateful in the book and i know youre trying to get the point across that fame doesnt fix you there are millions of people that would give their left um thing to be in your shoes with access to switzerland hot nurses and new teeth i cant even afford one implant there is a reality missing from this that doesnt quite touch the rentcontrolled tenant this is coming more from the side of overcelebrity that most of us will never even remotely see that chasm is large and your perspectives after thirty years of fame are so far on the side of hollywood that not having money seems better its not money wont fix everything but it eases burdens ask me what my husband and i argue most aboutthe title of this book should be the one where the grass is always greenermatthew write another book i would love to see a comedic novel from you based loosely on your life you would get to use the words based on a true story you can write i saw that and while you have spent your life chasing other peoples opinions and mine shouldnt matter consider it there is so much untapped creativity there that it makes me crazy be grateful you have the platform you do and youre not a mom stuck in the burbs like me oh and call craig and maybe pay for his diabetes medicationthats all i have i thank you for opening yourself up and spilling the ugly out thats never easy sorry for the honestly but then no one care what i think anywaysbe well bingalingps does yemen have a nice view,neutral
friends lovers and the big terrible thing a memoir,raw and real,5,it is no secret that i am a huge friends fan so when matthew perry died last week i decided to open up his book i have had it since it came out just have not read it i havent been able to bring myself to watch an episode of friends since his death friends is an escape for me and its not easy to escape when theres such a great sadness right now this book is raw what he went through with drugs and alcohol was so incredibly difficult but the other thing that really took me by surprise was how raw he is about his relationship with god i so appreciate that he included that in his book i get so used to reading books by christian authors where everything is just wonderful but his rawness about his struggles has really helped me to find a peace with his death definitely a reread,positive
friends lovers and the big terrible thing a memoir,wow,5,i wasnt going to read this book having seen previous reviews which mentioned it was heavy and dark not really my thing but then perry passed away and i couldnt not pick up this book and i think previous to his passing i wouldnt have found this book to be too heavy or dark i think it shines light and hope on a tough topic it made me really see something i had no idea was there it was riveting and interesting and it ended with such hope hope which has been crushed with this most recent news and with that comes crushing sadness instead of hope i just feel bad for him all those hopes and dreams he had for himself all that fighting and for what i have no doubt he has helped and will continue to help many people with his comedy his words his story i just feel deep sadness that he didnt get the chance to find his own hea,positive
friends lovers and the big terrible thing a memoir,a very sad read,4,what a shock to lose such a talented and funny actor so young i know when this memoir first came out a lot of people had a lot of not very nice things to say about matthew perry but i think they didnt get it this man had severe childhood trauma and abandonment issues that he never processed and he was a drug addict he really bares his soul here in this book i have always loved matthew perry and i was still love him even after reading his memoir im so sad that he never was able to permanently beat his demons he was a talented and funny actor and not just in friendsi hope he is resting peacefully now after years of no sleep here is hoping the eternal one also comes with an amazing view where he can see how much the world really did love him,positive
friends lovers and the big terrible thing a memoir,i had no idea,5,i am not a celebrity memoir reading type person i happened to watch an interview he did last year with a canadian station maybe bbc and truly had no idea that matthew perry was an alcoholic or drug addict i decided to get the book and finished it in sitting it is well written and an easy read i think people forget that celebrities are human too it was a rough ride for matthew perry but i am glad he was able to face his demons become clean and sober before his untimely passing rip matthew perry,positive
friends lovers and the big terrible thing a memoir,bittersweet,5,im so glad i read this or i would never have known the multilayered life of matthew perry i learned so much about drug and alcohol addiction and how it affects ones body mind soul and spirit i wish hed never entered the world of horrors and wish hed been able to experience true peace and joy sooner i will always love and miss matty and am sad to have lost him so young he never married or had children and he would have been such a fantastic father if he had beat his addictions long ago rip matty,positive
how to catch a turkey,beeautiful,5,great,positive
how to catch a turkey,cute read aloud,5,definitely a cute thanksgiving type book as a read aloud to get kids actively involved in creating a trap for a stwam project in the classroom which is how i used the book with third grade,positive
how to catch a turkey,arrived in perfect shape,5,for my daughter shes a school teacher she loved it she loves reading to her kids as well,positive
how to catch a turkey,cute book,5,this story is a hoot for the students they really enjoyed following this turkey around the school and it really helped me target wh questions with them the turkey travels to various places throughout the school making the students guess where he will end up next cute book i will read it every year with them,positive
how to catch a turkey,how to catch a turkey,4,this book is ok not as good as i was expecting does address fear and is a lesson but reminds me of an action movie that goes on to long,positive
how to catch a turkey,loved it,5,i bought this for my threeyearold grandson and decided to down load the kindle version for myself the illustrations are great the storyline is exciting and i like the way it ties in with tday sports i work with young children almost on a daily basis im pretty sure they will love this book,positive
how to catch a turkey,great gift,5,sent this book to my step granddaughter and she loved it so much that im sending her the whole series,positive
how to catch a turkey,cute book but arrived damaged,4,love the book we have the elf version as well sad it arrived damaged,positive
how to catch a turkey,fun book,5,got this for my kids to read around thanksgiving they loved it great book for teachers and libraries,positive
how to catch a turkey,year old class loved,5,they thought it was the funniest book ever it was requested everyday before thanksgiving,positive
